id,date,emotion,intensity,activity,thoughts,category,emotion_type
e90eba30-ff1a-4ffd-91bb-9ae7991c4288,2025-10-10,罪悪感,7,友人の誘いで仕事をずる休み,"今日は仕事だったけど8時ぐらいに友人から電話が来て遊ぼうと言われて仕事行くのがめんどくさくなってしまって初めてずる休みした
 罪悪感があってあまり喜べなかった",仕事・勉強,negative
a9194c1a-90fd-47f8-b228-66fa509e8c19,2025-10-10,平静,5,コロナとインフルの検査,"仮病だけど一応病院に行ってコロナとインフルの検査受けた 
結果はどっちも陰性でそうだろうなと感じだった",運動・健康,neutral
e3db8be2-7cd8-4b41-8934-bc8aeac181e2,2025-10-10,安心,7,友人に別れたことを相談,"友人に別れたことを話した もうどうにもならないので前を見て生きるしかないと言われて確かにそうだなと思って少し気持ちが楽になった 
やっぱり人に話すと大分楽になるな",家族・友人との時間,positive
086cbfab-c712-42f2-aa3c-1eeb6d1978e2,2025-10-10,喜び,8, NISA投資の確認,"NISAで1万円入金していて金額が154円増えていた 
めっちゃ少ない金額だけど何もせずに増えたって考えたらすごくうれしかった 
NISAの金額増やしたくなった",その他,positive
485e42cf-e37d-4d5c-b744-f9e0b03f93b6,2025-10-10,混乱,6,9月の家計簿入力," 9月の家計簿入力した 黒字にはなったけどイヤフォン、靴、アプリ課金、デートとかいろいろやったのでぎりぎりだった 
もう少し貯金できる金額を増やしていきたい",その他,negative
333b20d6-46a7-42d9-9c5b-0a7cd242c6ae,2025-10-10,満足,7,家計簿アプリに資産管理機能追加,"家計簿アプリに資産管理の項目を追加した
 これで証券と銀行の残高をまとめて管理できるようになってモチベも上がると思う",創作活動,positive
90b1189f-258b-40a8-aa55-b8ba3f56b4d7,2025-10-10,満足,8,Claude活用で感情記録の自動分類機能作成,"自己肯定アプリにいつも感情記録をしていたんだけどいつもだったら自分で文章の区切りを見つけてコピーしてAIに聞いていて凄くめんどくさかった 
クロードに文章をまとめて入力して自動で分類してもらう機能を作成してもらった これで入力の手間が減った 凄く満足",創作活動,positive
c610f92b-6773-43c3-851b-86a34fc9a720,2025-10-10,誇り,7,スーパーでの買い出し,スーパー行くのがすごくめんどくさい スーパー買い出し行った 偉すぎる,その他,positive
114202b9-0277-4724-98fc-4cd9f9a58fc4,2025-10-10,誇り,8, 背中の筋トレ,"筋トレもやった 偉すぎる 
めんどくさいに打ち勝っていったのが素晴らしい
 背中のトレーニングをやった 久しぶりにやったのですぐに背中に筋肉痛が来た この調子で頑張っていきたい",運動・健康,positive
8e428aa4-1da3-4252-a3c6-c93f6ec24589,2025-10-10,満足,7, 感情記録アプリの自動分類機能改良,"感情記録アプリ　自動分類機能を改良した 
これで自己肯定アプリの入力の手間が減ったので良かった",創作活動,positive
b57dfd31-7932-44a5-9133-3250bd0c4f6d,2025-10-10,喜び,7,チェンソーマンアニメ視聴,チェンソーマンアニメ見た ポチたが可愛い,趣味・娯楽,positive
37e9ce35-7703-414a-98f7-cee1fbbade3d,2025-10-10,感謝,8,人生の価値観について考える,"幸せを感じる価値観が低いと人生楽しそうだね 
日常のありふれた瞬間をしっかり認識して今生きていることに感謝していきたい
 うまい飯が食えてくだらないことで悩めて命の危機に脅かされることもない 
今の状態が素晴らしいけど人間は欲深い生き物だからさらに求めてしまうんだよな",その他,positive
381fbaf4-4132-47eb-81cb-fb2da319f1d9,2025-10-10,希望,8,やりたいことリスト管理アプリ作成,"自分のやりたいことリストをまとめるアプリを作成した
 毎週1つの初めての体験を記録して、人生を豊かにする ことを目的に作成した 
最近彼女と別れて人生の楽しみがなくなっていたので新しいことにチャレンジして人生に楽しみを取り戻したい
 簡単に作成できたので良かった これを使用して新しいことにどんどんチャレンジしていきたい",創作活動,positive
a62345bc-a6a4-4d40-abf1-0edff0197edb,2025-10-10,平静,6, 冷蔵庫の掃除,"冷蔵庫開けたら鶏むね肉の袋が破れてて汁がこぼれてた 
掃除がめんどくさったけどそこまでネガティブな気持ちにならなかった",その他,neutral
dd4bebcd-5c57-4a2d-885e-de91421e9e0a,2025-10-10,疲労,8, 睡眠に苦戦,全然寝れない きつい ちゃんと寝たい 眠い,休息・リラックス,negative
f0158534-9a26-4e60-8a2f-4cbc88e38df6,2025-10-10,喜び,7,投資信託の確認, 投資信託を見たらプラス338円になってたうれしい,その他,positive
fb6a7780-08c6-409b-98bd-d4a51b104aba,2025-10-10,不安,8,アプリ関係者との電話前の緊張,"アプリの人と電話したくないよ 怖いよ 
初対面の人と話すの緊張するよ 
盛り上がるか不安だよ
 好かれようとしているから緊張しているんだね
 こいつに嫌われてもいいやっていう気持ちでいけばなんとかなるな
 てかなんとかなるか 今までだってなんとかなってきたんだから",家族・友人との時間,negative
f82fd072-87d0-432e-ad10-912d821e259c,2025-10-10,喜び,8,アプリ関係者との電話,電話した なんとかなった 30分話したけど楽しかった 電話終わってから相手から返信来たしいい感じだったと思う 土日休みだからデートでも誘おうかなでもめんどくさい気持ちもある,家族・友人との時間,positive
7351e47c-dd74-4f37-863c-23ecddb0902d,2025-10-10,疲労,6,大規模リリース対応,大規模リリースだった めんどくさかった,仕事・勉強,negative
5151c1fb-e881-4dfa-bc62-ccc3fef707eb,2025-10-10,喜び,8,マッチングアプリでのやりとり,アプリの人で身長が174㎝の人にいいねを送って返ってきた しかも相手からメッセージが来た 女性からメッセージ来るなんて珍しい 嬉しい でも返信考えるのがめんどくさいんだよな,家族・友人との時間,positive
698e550f-1709-4da0-9f54-c7804a5dc102,2025-10-10,楽しさ,9,友人と45分間の電話,友人と45分ぐらい電話した。めっちゃ楽しかったくだらない話、本当に楽しい,家族・友人との時間,positive
f3e5af28-caff-4eb4-9a6a-ded4f43bdc95,2025-10-10,希望,7,データサイエンスの本で勉強,"データサイエンスの本を借りて、少しだけ進めた、この調子でデータを活用して、日々の生活を良くしていきたいと思う
",仕事・勉強,positive
d2f08eed-cbc5-46af-9058-dc43269cacc2,2025-10-11,興味,6,人生初のマッサージを受ける,初めてマッサージ行った めっちゃ痛い 痛すぎて涙出た 肩と首がめっちゃ凝ってたらしい,運動・健康,positive
ff418017-1c76-4a09-8ac2-40cd619a35bf,2025-10-11,希望,6,姿勢改善への意識,"姿勢が良くないらしいから姿勢を良くしていきたい マッサージ行ったけど劇的に変化する訳ではないということがわかった 
一時的に姿勢が良くなった気がする",運動・健康,positive
8d434d94-dd20-41bd-ad86-8f669b4b0ae4,2025-10-11,悲しみ,6,ピザを食べながら過去を振り返る,"ピザ食べているときに橋本に凄く似ている人がいて楽しかった思い出がよみがえってきた
 自分の気持ちに素直になればよかったね",家族・友人との時間,negative
9b5205ac-f330-46b8-be20-b7ea7411df75,2025-10-12,興味,8,データサイエンスによる自己分析,データサイエンスを進めた 自分の問題の本質が苦しい・つらい状態から抜け出して、幸せで充実した、後悔のない人生を送りたい という事が分かった,創作活動,positive
d5a7af04-29fc-4843-be92-392ed767613f,2025-10-12,興味,7,感情ログと睡眠データの分析,それを解決するために感情ログと睡眠データを分析した やっぱり問題の根源は仕事でネガティブ率が55％ですべての悪循環の起点になっていた 次に睡眠がとれずにストレスになっていることが分かった,創作活動,positive
9c14a4c6-9fc0-4d04-9224-2dd7cffa6545,2025-10-12,興味,8,問題構造の分析,意味のない仕事→疲労→休めない睡眠→不健全な発散→罪悪感という悪循環 幸せの源泉も明確：成長実感・純粋な楽しみ・健全な達成感から生まれる 幸せの3本柱：成長実感（CCNA・創作）、純粋な楽しみ（趣味）、健全な達成感（運動） らしい,創作活動,positive
0ac64f39-ab91-4b7e-b023-ba4a48973540,2025-10-12,興味,8,睡眠パターンの詳細分析,睡眠データを分析したところ覚醒時間が睡眠の質を決定する（最強相関） で覚醒時間が長いほど睡眠がとれてないかもしれない 覚醒30分 → 睡眠効率92%（優良） で覚醒180分 → 睡眠効率65%（最悪） だったので正しいかもしれない,創作活動,positive
e218aea3-d8f5-41c1-8110-62583db9f207,2025-10-12,希望,7,睡眠改善の仮説構築,中途覚醒の「回数」は無関係 で起きること自体は問題ではない。問題は「起きた後、すぐ眠れるか」 という仮説を立てた この分析が正しいのかはまだ確認してないので確認して改善していきたい,創作活動,positive
e41ca317-16ce-449c-9d18-909037578ee3,2025-10-12,疲労,7,仕事に対する嫌悪感,やる気が出ない だるい 仕事行きたくない,仕事・勉強,negative
2c0da3d9-dadd-40ad-b574-991c959adcd8,2025-10-12,楽しさ,7,さくらみこのゲーム実況切り抜き視聴,さくらみこのゲーム実況の切り抜き動画を見た メスガキをわからせるゲームだった パンツが見えているぞと先生が生徒に言っていて足を机から降ろしなさいと注意したけど降ろしてくれずにそしたら先生が生徒のパンツをずっと見ていていい眺めだと言っていて犯罪者みたいなことを先生が言っていて面白かった,趣味・娯楽,positive
828362da-2eff-4c1f-bd2c-fbc72c3b9bc3,2025-10-12,不安,7,明日の仕事と睡眠への心配,明日、仕事だ だるすぎる どうせ今日も寝れないんだろうな,仕事・勉強,negative
1a80abef-ae35-49f6-a5cd-f373b76466c8,2025-10-12,満足,8, 2ヶ月ぶりのプール（350m水泳）,"350mおよいだ 2ヶ月ぶりにプールに行った 結構疲れたけど心地よい疲れだ
 やっぱり体を動かすのは気持ちがいい 体動かすとネガティブな気持ちが消えるし泳いでいる最中は思考出来ないので頭がスッキリする 
この調子でやって体力つけていきたい",運動・健康,positive
d1fbe2c2-7653-4981-b8f4-1baacf50c49e,2025-10-12,怒り,5,バイクの音に苛立ち,バイクの音が不快 うるさい,その他,negative
21466242-237f-4e65-b67a-d31afbad51a9,2025-10-13,疲労,9,深刻な睡眠不足に悩む,"全然寝れない 1時間寝てそのあと起きてしまい合計で3時間ぐらいしか寝れなかった
 気持ち悪い 眠い 仕事行きなくない だるい ほんとに寝れなくてしんどい 腹も痛い 眠い",休息・リラックス,negative
03e31449-90df-4151-9907-5115ea2b2c48,2025-10-13,疲労,8,長時間の仕事,仕事だった 時間が長すぎて最後の方はしんどかった,仕事・勉強,negative
6b8c0ddf-4e16-4e7e-9677-15c8e95e2423,2025-10-13,誇り,6,仕事後のスーパーでの買い物,仕事終わってスーパーに行った 偉すぎる,その他,positive
3ef9825c-3c65-44bf-bd17-3549cb457314,2025-10-13,安心,7,アプリの女性との電話,"アプリの子と電話する約束してた 
電話する前はめっちゃ緊張したけど電話したらなんとかなったけど前回の20歳の子よりかは沈黙があったけど何回か笑ってくれたので多分好印象なはず",家族・友人との時間,positive
0d03301d-0de5-4d00-a8c7-0df9de7d2614,2025-10-14,安心,7,6時間の睡眠確保,夜は6時間ぐらい寝れた いつもよりかは眠くない 前日が3時間位しか寝てないからなのか夜飯を19時ぐらいに食べたからなのか分からないけど寝れてよかった,休息・リラックス,positive
7a9f86d2-1f67-4cfb-b8da-00d766372910,2025-10-14,疲労,7,仕事への嫌悪感,仕事行きたくない だるい めんどくさい,仕事・勉強,negative
305813bc-47b9-48c3-a6c3-6fea1b402283,2025-10-14,平静,6,トラブル対応（周囲のサポート）,"今日はトラブル起きて大変だったけど周りの人がほとんど動いてて何もしてない 割と早く収まって良かった 
ヘルプに来た人がめっちゃ仕事やってくれて今日は楽だった",仕事・勉強,neutral
e56a3f44-1a44-4569-a417-81b6528cc37d,2025-10-14,喜び,9,大規模リリースの延期決定,"明日リリースでめんどくさいって思ってたけどリスケになって別日になった めっちゃ嬉しい
 ほんとに嬉しい これがストレスの原因だったのでだいぶ楽になった",仕事・勉強,positive
eb9564fa-59c3-42c4-ad9a-ef67e1b44200,2025-10-14,罪悪感,6,AV視聴,AVを見てしまった 次の日が夜勤でおきるのがおそいのと大規模リリースがリスケになって気が抜けてしまって見てしまった,趣味・娯楽,negative
ddc92b86-debe-49db-857b-18de5cf7befd,2025-10-15,満足,8,9時間の良質な睡眠, 9時間ぐらい寝れた いつもこのぐらい寝たい 途中で何回も起きていたけどすぐに寝れたからよかった,休息・リラックス,positive
2adb9181-c542-4a35-8cb8-ebe29ab04912,2025-10-15,不安,6,給料確認と家計への不安,"給料が入ってきたけど20万円だった もっと欲しい 
多分今月は赤字な気がする もっと詳細に計算したら違うかもしれないけど お金の使い方に気を付けたい
",その他,negative
cb0ecf54-0f7b-433f-9a25-44acbab56499,2025-10-16,楽しさ,6,友達と久喜で遊ぶ,友達と急遽遊ぶことになった,家族・友人との時間,positive
0257db37-6f6b-44f7-9272-5427506ae49d,2025-10-16,満足,6, 新しいメロンパンを購入・試食,新しいメロンパン買った 美味しかった,趣味・娯楽,positive
4a26ba5e-5612-4365-8d9d-f14c5c236143,2025-10-16,混乱,5,スマートウォッチの購入を検討,"スマートウォッチ買おうか迷ったけど結局購入しなかった
",その他,negative
4c815729-c9fc-4187-8e92-7bddc3f46968,2025-10-16,疲労,7,友達との遊びからの帰宅, 久喜から家に帰るのがだるい 4時間ぐらい遊んだけど足のふくらはぎが痛い 体力ないからなのかな 凄く疲れた,家族・友人との時間,negative
62d6d7e1-93fd-422c-9e8d-b54a6d7249b6,2025-10-16,混乱,6,高校の友達との時間を振り返り,高校の友達と会うのは結構苦痛,家族・友人との時間,negative
45a4df06-edc7-4f42-8f17-6978d11adcd8,2025-10-16,満足,6,ラーメンを食べる,"ラーメン食べた 美味しかった
",趣味・娯楽,positive
8e2b497a-4e29-4b8c-ad43-ac7d13ebc3bf,2025-10-16,希望,7,体力不足の実感と改善意欲, 全力で遊びを楽しむために体力付けよう,運動・健康,positive
0146ad03-c785-4967-8a74-e034bb11534b,2025-10-16,混乱,6,転職先の面接日程調整検討,"転職先から派遣先の面接日程調整が来た 
横浜で駅から15分くらい歩く 最寄り駅から50分くらいかかるので行きたくない",仕事・勉強,negative
df29d916-d719-4345-bb89-cd00022f5f64,2025-10-16,興味,6,転職先のメリット・デメリット分析,"いいところは8:30~17:30で固定で土日祝休みなところはいい 
あとは東京から横浜なので電車が空いているかもしれない 
今の職場より考えることは増えそうだからスキルアップにはつながるかも",仕事・勉強,positive
7d4346b1-3973-4bb1-ab4b-f8c4e061a6c7,2025-10-16,不安,6,転職先のリスク検討,悪いところは家から遠いのとトラブル対応なのでまたピリピリした職場になるかもしれないってことかな,仕事・勉強,negative
74298aa7-d93e-4fb8-b84f-3ec751c2c1e2,2025-10-16,疲労,7,面談の準備と日程調整,"面談が上野で対面であるからめんどくさい 時間どれぐらいなんだろう 
20~22は仕事なので仕事前にやるか夜勤終わりにやるしかないのがめんどくさい
 返信返さないとな めんどくさい",仕事・勉強,negative
a0d06b98-44f4-4ba2-8840-f14cc1cc1ddd,2025-10-16,誇り,6,期限内の勤怠登録,勤怠登録今日までだったのでめんどくさいけどやった 偉すぎる,仕事・勉強,positive
e58a891f-c158-4c84-b79a-f18b5a7d6a91,2025-10-17,疲労,6,長時間睡眠後の疲労感,たくさん寝たけどあまり寝た感じがしなかった,休息・リラックス,negative
7bd122a3-ebda-475f-8bf6-a89d6efcba75,2025-10-17,罪悪感,6,AV視聴で3時間経過,起きてからAVを見て3時間ぐらい経っていた,趣味・娯楽,negative
12f7b974-1e29-48a6-a783-fc4413a70e81,2025-10-17,混乱,7,風俗利用の検討,風俗に行くか行かないかめっちゃ迷う 行ったら気持ちがいいんだろうけどお金がもったいないっていう気持ちもあるしあと初めての場所だから単純に怖いっていう気持ちもある,趣味・娯楽,negative
d70dfd63-479c-4c67-8a18-5835e04bf0c7,2025-10-17,混乱,5,首の痛みと枕購入検討,首が痛い 枕購入しようか迷っている 枕変えたら睡眠も改善されるのかな どうしよ,運動・健康,negative
9c51c0a8-550b-4d74-9e90-7d763798e6e3,2025-10-17,恐れ,7,新しい体験への躊躇,"新しいことをやるのが怖い 
風俗行ってお金使わないほうが良かったってなったらどうしよ 
ネガティブな気持ちになりそうで怖い",その他,negative
560c3352-6548-4845-8831-d3b713333259,2025-10-17,満足,7,初回風俗利用,"初めて手コキ風俗行った ノエルっていう人だった 
違う店舗では馬乗りとか足を絡めての手コキはなかったのでめっちゃドキドキした 
気持ちよかった 
最後ハグまでしてくれてお触りなしって言ってたのにびっくりした めっちゃ可愛いって言ってくれた",その他,positive
50ccbe25-3b76-46d9-bfd0-b855e741446e,2025-10-17,混乱,6,風俗体験の振り返り,"良かったけどこれで3000円かという気持ちもある 
行かなきゃよかったとまでは思わないけどしばらくはいいかな 
やっぱりちょっとネガティブな気持ちになった
 行く価値あったのかな もったいない気持ちもある 何やってるのだろうという気持ちになってる 
一瞬の快楽に流された",その他,negative
c233508b-99ab-4dcb-b45b-85ab9a447d4d,2025-10-17,不安,6,4万円の枕を購入, 枕 4万円ぐらいの高いやつ購入した 高かったけどこれで睡眠改善すればいいな 合わなかったらどうしよう 4万円っていう高い金額払ったのに,運動・健康,negative
cc78da9a-77ab-4492-9886-3f33f7da6568,2025-10-17,混乱,6,風俗への再訪考慮,"時間たつとまた手コキ風俗行きたくなってきた 出した後もう少し話せばよかったとか、ノエルって子が特別であんなに密着してくれたのかとか気になってきた 別の人で試そうかな 
相手がSだったので自分としては結構興奮した
",趣味・娯楽,negative
e767d76f-3261-41e7-8780-8532818e20f2,2025-10-17,疲労,5,買い物と筋トレの先延ばし,ドンキに食材買いにいかないといけないのにめんどくさい 筋トレもしないといけない めんどくさい,その他,negative
bd26a787-c757-445a-9d91-5ee1404f3af6,2025-10-17,興味,8,容疑者Xの献身」読書と哲学的考察,"容疑者Xの献身を読んだ 愛する人のために殺人を行いその愛する人に幸せになってほしいと考えて自分に罪をかぶって自首したところが凄いと思った 
自分は自分が一番好きでその次に他人がいるので一番に人を好きになれるってすごいと思った",趣味・娯楽,positive
dee31c2c-dd22-4713-9c00-7052cb645b4a,2025-10-17,興味,8,容疑者Xの献身」読書と哲学的考察,"自分の好きになった人は自分の手で幸せにしたいという気持ちになるがその本の主人公は幸せにするのは自分じゃなくてもいいと考えていて自分とは違う考えだなと思った 
どっちがいいとかは多分なくてそれぞれにいいところ悪いところがあるのかもしれない",趣味・娯楽,positive
9f48d103-3744-4fc4-af01-4de2a55b7607,2025-10-17,興味,7,容疑者Xの献身」読書と哲学的考察,"今、自分が心の底から幸せと言える状態ではないのでその本の主人公みたいな考え方はできないと思う 
自分なりに考えた結果はそのような考えができるのは自分の人生が凄く満たされていて初めてその思考になるんだと思う",趣味・娯楽,positive
4d948453-da4d-4099-ad8d-ed225889ab63,2025-10-17,希望,7,理想的な愛について考える,"どうしたら自分以外の大切な人ができるんだろうか 自分は現在だと自分が一番好きでそれより上は存在しない よく言うのが子供ができたら自分より子供が大切な存在になるという話を聞いたことがある 
自分が犠牲になっても子供を守るという行動もためらいなくできる",趣味・娯楽,positive
9cab8b73-ad37-4acc-915f-b5577ef00798,2025-10-17,混乱,6,過去の恋愛関係の分析," 前に彼女出来たときもめっちゃ好きだったけど自分よりかは大切な存在ではなかった 
自分を除くて一番目に大切な存在だった その人のために行動することに幸せを感じていた でも心のどこかで他人だからいつかいなくなるし裏切られるのではと考えてしまって自分より大切な存在にならなかった",家族・友人との時間,negative
e47d17e9-eaf5-4e4d-a2ba-f1ad0ce6a4be,2025-10-17,希望,6,人間関係における信頼について考える, 前何かの漫画で他人はまだ信用できないけどこの人に裏切られてもいいかなと思えるような存在になったと書いてあってその考えもいいなと今ふと思い出した 多分自分は他人を100％信用することは難しいと思うからそのような存在の人に出会えたらいいな,家族・友人との時間,positive
aeaceae9-e3a3-4823-a62a-86611e951b4b,2025-10-17,楽しさ,7,内省プロセスを楽しむ,自分の思考を深堀するのは結構楽しいな,その他,positive
a12168a1-4140-49c6-a8d4-74a28b73941a,2025-10-17,誇り,7,新宿でスマートウォッチ探し,家に帰ってからもう一回新宿にスマートウォッチを探しに行った めんどくさかったけどちゃんと行動出来た 偉い,その他,positive
dbd94a2f-843c-4fad-a586-13852e7194d4,2025-10-17,平静,6,スマートウォッチの機能確認,スマートウォッチ6000円ぐらいの安いやつがいいじゃんと思ったけど睡眠データとかをPCにエクスポートできるか不明だったから購入するのやめた ちゃんと調べてから購入しようと思う,その他,neutral
1baefd7c-05be-4289-98a6-940d0afd47d3,2025-10-17,平静,5,チェンソーマン映画鑑賞検討,チェンソーマンの映画2回目見ようかなと思ったけど時間が1時間ぐらい待たないと見れなかったからやめた,趣味・娯楽,neutral
b2a278b6-b17c-4980-b410-4f55d52373fc,2025-10-17,興味,6,歩行時の身体反応観察,やっぱり徒歩1万歩あたりからふくらはぎが痛くなる 新しい高い靴でも結果は同じだった 自分自身の問題だな,運動・健康,positive
f9df42ac-155c-4593-9c7c-93ea296776d4,2025-10-17,希望,7, 購入した枕への期待,枕試すのが楽しみ,運動・健康,positive
cd8a5aa8-92e3-46c2-8528-c9d77d65da3f,2025-10-17,満足,8,やりたいことリストの達成,前に作成した 新体験、挑戦サポートアプリに書いてあったやりたいことリストを2つ出来たので良かった この調子でどんどん新しいことに挑戦していきたい,創作活動,positive
c172b13a-2420-4aae-9fc7-b5bcf83927bd,2025-10-17,満足,7, 一日の振り返りと評価,今日1日振り返るといつもの休日よりも色々行動出来て満足 風俗も新しいことに挑戦っていう意味では行ってよかったかも,その他,positive
d31fbe74-13f5-4b55-b531-d40fbe4b8140,2025-10-18,混乱,6,新しい枕での初回睡眠,"新しい枕試した 枕が硬くて違和感感じた 寝るまで1時間半かかった 最初は慣れるまで何日かかかると店員が言っていたので慣れてなかっただけなのかな
",休息・リラックス,negative
040dc973-03b9-4492-b39d-7161229ed8fc,2025-10-18,不安,7,枕の効果への疑問,高いお金払ったのに枕あっているのか不安になってきた,休息・リラックス,negative
a1b14a18-a432-4d2c-840f-8afb56a72567,2025-10-18,興味,7,アプリでの睡眠データ確認,アプリだと寝付きは良くなかっただけどそれ以外の眠りの深さ、睡眠周期、中途覚醒のスコアは良かった 中途覚醒は2回でいつもよりも大分少ないから枕変えた効果は出てたのかな,休息・リラックス,positive
528ceab9-11ca-426b-b3cd-c586c55243ef,2025-10-18,疲労,7,二度寝による長時間睡眠,8時半にアラームセットして一回起きたけどあまり寝た気がしなくて結局2度寝して次に起きたのが12時半ぐらいだ 今日の寝る寝れるか不安だ,休息・リラックス,negative
540439fc-8bce-4e3d-bc44-32323f077007,2025-10-18,誇り,6, LINE での転職面談日程調整,ラインで面談の日程調整した 頑張った　偉い,仕事・勉強,positive
15aeae71-8b6d-4b70-adac-100e9d73d161,2025-10-18,興味,8,睡眠問題の根本原因分析,データサイエンスで分析していた 睡眠を改善するには今の職場を転職して自分の人生をコントロールしている感覚」が自分で実感できれば問題の本質を解決できるのではという結論になった,創作活動,positive
5e3df80d-9740-4a74-a034-a8bb669b048b,2025-10-18,興味,7,自己分析による価値観の発見,自分は自由を求めているらしい 同じ時間に出勤して同じ時間、同じ場所で働くことが苦痛らしい,創作活動,positive
595c7a6c-f712-4fa2-bf60-8167ae5efd92,2025-10-18,疲労,6,学習意欲の低下,その為にも勉強しないといけないんだけどやる気が出ない なんかやる気でないな なんでだろ,仕事・勉強,negative
b2a918b9-0630-45a8-bd9f-45463c93199a,2025-10-18,満足,8,新体験アプリにカレンダー機能追加, 新体験、挑戦サポートアプリを改善した 挑戦した日が文字だけで分かりずらかったのでAIに聞いてカレンダーを追加して視覚的に分かりやすくした あと履歴とやりたいことリストが編集できないのが不便だったので編集機能を追加した これでさらに使いやすくなってうれしいし満足,創作活動,positive
5bd17749-5600-4707-a80b-0ebf3f154224,2025-10-18,悲しみ,8,意欲低下への困惑,まじでやる気が出ない やる気が出ない つらい,その他,negative
218888fe-6fcb-4f30-a335-12f760d2eb6e,2025-10-18,満足,7, iPhone からのアクセス設定,新体験、挑戦サポートアプリをiPhoneから外出先でも見れるように設定した これでいつでもやりたいことリスト確認できるし、追加できるようになって便利になって満足,創作活動,positive
5745c48c-97fa-45c8-ae67-b673dfbce01c,2025-10-18,疲労,8,強い眠気による活動停止, 眠すぎる 眠すぎて何もやる気が起きない やっぱり今日の睡眠があまりよくなかったかもしれない 眠い,休息・リラックス,negative
d0eb002f-7367-411f-80a1-64a605900c3c,2025-10-18,興味,7,言語化に関する動画学習,言語化の技術は大事だなと思った 本の解説の動画を見た その中で自分の声を聴くことが大事らしい その点は自分はわりと感じたことなどを言語化してメモに書くようにしているので大丈夫かなと思っている,仕事・勉強,positive
7054a695-97fd-450b-84f8-8e2012775b7b,2025-10-18,混乱,6,自己認識の限界に気づく, 自分のことをよくわかってない,その他,negative
6bd402c8-94d6-4bc3-b3da-0173a4b6addb,2025-10-18,興味,7,仕事の苦痛要因の分析,動画の中で働くのがなぜつらいのかという問いに対しての回答は 同じ時間、同じ場所に行くのがつらい 人間関係がつらい 自由が制限されていて自分は自由を求めているのでそこが制限されているのでつらい 自分で働いて自己肯定できるような仕事ではないからかな ぱっと思い出したのが,仕事・勉強,positive
ee928156-4a5e-415a-aed1-5b08414aa0c1,2025-10-18,興味,6,言語化技術の具体的手法学習,言語化するためにやることを解説していた 心が動いた出来事をメモにする 出来事+感じたことをセットでメモするらしい それはできていると思う なぜそう思ったのかという事を考えることらしい 感じたことをメモしてたけどなぜまでは考えたことはなかった,仕事・勉強,positive
d5365f9d-8a21-4452-b00d-43581f413334,2025-10-19,疲労,9,断続的な睡眠で3時間しか眠れず,最初1時間ぐらい寝て起きてしまってそこから寝れなくて3時間ぐらいしか寝れなかった 快眠スコアも悪いし最悪,休息・リラックス,negative
3e6708ad-1f2e-42f0-9776-c2cd42f5382d,2025-10-19,怒り,8,高額枕の効果不足への失望,高い枕購入したから睡眠改善するかなと思ったけどそんなに改善してない 高いお金払ったのに最悪,運動・健康,negative
e8c07fe1-c9e4-48e4-9cd0-09199d1aed21,2025-10-19,混乱,7,夜勤の継続について考える,やっぱり夜勤とか辞めないといけないのかな あと前日が長時間寝てしまって運動もしてないからなのかな 仕事行きたくない,仕事・勉強,negative
